Skin Type,Product,Company_x,Star_x,Age,category,Ingredient,Good,Bad
중성,셀메이징 비타C 브라이트닝 앰플 30ml,토리든,4.61,20대,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '23'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(367), 흡수잘되는(290), 끈적하지않은(185), 향에만족한(149), 가벼운(148), 트러블안생기는(124), 따갑지않은(104)","미백효과가없는(59), 흘러내리는(32), 알러지반응오는(17), 주름안없어지는(7), 인공향나는(3), 유수분밸런스가맞지않는(2), 향지속잘되지않는(1)"
중성,셀메이징 비타C 브라이트닝 앰플 30ml,토리든,4.61,30대,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '23'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(367), 흡수잘되는(290), 끈적하지않은(185), 향에만족한(149), 가벼운(148), 트러블안생기는(124), 따갑지않은(104)","미백효과가없는(59), 흘러내리는(32), 알러지반응오는(17), 주름안없어지는(7), 인공향나는(3), 유수분밸런스가맞지않는(2), 향지속잘되지않는(1)"
중성,셀메이징 비타C 브라이트닝 앰플 30ml,토리든,4.61,40대 이상,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '23'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(367), 흡수잘되는(290), 끈적하지않은(185), 향에만족한(149), 가벼운(148), 트러블안생기는(124), 따갑지않은(104)","미백효과가없는(59), 흘러내리는(32), 알러지반응오는(17), 주름안없어지는(7), 인공향나는(3), 유수분밸런스가맞지않는(2), 향지속잘되지않는(1)"
복합성,셀메이징 비타C 브라이트닝 앰플 30ml,토리든,4.63,20대,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '23'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(367), 흡수잘되는(290), 끈적하지않은(185), 향에만족한(149), 가벼운(148), 트러블안생기는(124), 따갑지않은(104)","미백효과가없는(59), 흘러내리는(32), 알러지반응오는(17), 주름안없어지는(7), 인공향나는(3), 유수분밸런스가맞지않는(2), 향지속잘되지않는(1)"
복합성,셀메이징 비타C 브라이트닝 앰플 30ml,토리든,4.63,30대,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '23'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(367), 흡수잘되는(290), 끈적하지않은(185), 향에만족한(149), 가벼운(148), 트러블안생기는(124), 따갑지않은(104)","미백효과가없는(59), 흘러내리는(32), 알러지반응오는(17), 주름안없어지는(7), 인공향나는(3), 유수분밸런스가맞지않는(2), 향지속잘되지않는(1)"
복합성,셀메이징 비타C 브라이트닝 앰플 30ml,토리든,4.63,40대 이상,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '23'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(367), 흡수잘되는(290), 끈적하지않은(185), 향에만족한(149), 가벼운(148), 트러블안생기는(124), 따갑지않은(104)","미백효과가없는(59), 흘러내리는(32), 알러지반응오는(17), 주름안없어지는(7), 인공향나는(3), 유수분밸런스가맞지않는(2), 향지속잘되지않는(1)"
민감성,셀메이징 비타C 브라이트닝 앰플 30ml,토리든,4.65,20대,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '23'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(367), 흡수잘되는(290), 끈적하지않은(185), 향에만족한(149), 가벼운(148), 트러블안생기는(124), 따갑지않은(104)","미백효과가없는(59), 흘러내리는(32), 알러지반응오는(17), 주름안없어지는(7), 인공향나는(3), 유수분밸런스가맞지않는(2), 향지속잘되지않는(1)"
민감성,셀메이징 비타C 브라이트닝 앰플 30ml,토리든,4.65,30대,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '23'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(367), 흡수잘되는(290), 끈적하지않은(185), 향에만족한(149), 가벼운(148), 트러블안생기는(124), 따갑지않은(104)","미백효과가없는(59), 흘러내리는(32), 알러지반응오는(17), 주름안없어지는(7), 인공향나는(3), 유수분밸런스가맞지않는(2), 향지속잘되지않는(1)"
민감성,셀메이징 비타C 브라이트닝 앰플 30ml,토리든,4.65,40대 이상,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '23'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(367), 흡수잘되는(290), 끈적하지않은(185), 향에만족한(149), 가벼운(148), 트러블안생기는(124), 따갑지않은(104)","미백효과가없는(59), 흘러내리는(32), 알러지반응오는(17), 주름안없어지는(7), 인공향나는(3), 유수분밸런스가맞지않는(2), 향지속잘되지않는(1)"
여드름,셀메이징 비타C 브라이트닝 앰플 30ml,토리든,4.61,20대,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '23'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(367), 흡수잘되는(290), 끈적하지않은(185), 향에만족한(149), 가벼운(148), 트러블안생기는(124), 따갑지않은(104)","미백효과가없는(59), 흘러내리는(32), 알러지반응오는(17), 주름안없어지는(7), 인공향나는(3), 유수분밸런스가맞지않는(2), 향지속잘되지않는(1)"
여드름,셀메이징 비타C 브라이트닝 앰플 30ml,토리든,4.61,30대,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '23'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(367), 흡수잘되는(290), 끈적하지않은(185), 향에만족한(149), 가벼운(148), 트러블안생기는(124), 따갑지않은(104)","미백효과가없는(59), 흘러내리는(32), 알러지반응오는(17), 주름안없어지는(7), 인공향나는(3), 유수분밸런스가맞지않는(2), 향지속잘되지않는(1)"
여드름,셀메이징 비타C 브라이트닝 앰플 30ml,토리든,4.61,40대 이상,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '23'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(367), 흡수잘되는(290), 끈적하지않은(185), 향에만족한(149), 가벼운(148), 트러블안생기는(124), 따갑지않은(104)","미백효과가없는(59), 흘러내리는(32), 알러지반응오는(17), 주름안없어지는(7), 인공향나는(3), 유수분밸런스가맞지않는(2), 향지속잘되지않는(1)"
아토피,셀메이징 비타C 브라이트닝 앰플 30ml,토리든,4.52,20대,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '23'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(367), 흡수잘되는(290), 끈적하지않은(185), 향에만족한(149), 가벼운(148), 트러블안생기는(124), 따갑지않은(104)","미백효과가없는(59), 흘러내리는(32), 알러지반응오는(17), 주름안없어지는(7), 인공향나는(3), 유수분밸런스가맞지않는(2), 향지속잘되지않는(1)"
아토피,셀메이징 비타C 브라이트닝 앰플 30ml,토리든,4.52,30대,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '23'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(367), 흡수잘되는(290), 끈적하지않은(185), 향에만족한(149), 가벼운(148), 트러블안생기는(124), 따갑지않은(104)","미백효과가없는(59), 흘러내리는(32), 알러지반응오는(17), 주름안없어지는(7), 인공향나는(3), 유수분밸런스가맞지않는(2), 향지속잘되지않는(1)"
아토피,셀메이징 비타C 브라이트닝 앰플 30ml,토리든,4.52,40대 이상,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '23'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(367), 흡수잘되는(290), 끈적하지않은(185), 향에만족한(149), 가벼운(148), 트러블안생기는(124), 따갑지않은(104)","미백효과가없는(59), 흘러내리는(32), 알러지반응오는(17), 주름안없어지는(7), 인공향나는(3), 유수분밸런스가맞지않는(2), 향지속잘되지않는(1)"
,셀메이징 저분자 콜라겐 탄력 아이크림 30 ml,,,,eye_care,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '33'}, {'ingredient_each_purpose': '수분 증발 차단', 'ingredient_each_purpose_cnt': '7'}]","흡수잘되는(28), 자극없는(21), 가벼운(20), 주름없어지는(19), 트러블안생기는(16)","알러지반응오는(3), 가려운(2), 발진생기는(1), 때처럼나오는(1), 미백효과가없는(1)"
,소나무 진정 시카 로션 250ml,,,,lotion_emulsion,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '18'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '4'}]","수분있는(180), 가벼운(138), 자극없는(136), 흡수잘되는(110), 진정되는(101), 산뜻한(83), 유분없는(79)","보습안되는(111), 알러지반응오는(13), 흘러내리는(8), 따가운(6), 잘굳는(5), 유수분밸런스가맞지않는(5), 지속력안좋은(5)"
지성,소나무 진정 시카 앰플 30ml,라운드랩,4.61,10대,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '20'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","진정되는(1,893), 트러블없어지는(772), 자극없는(585), 끈적하지않은(433), 가벼운(307), 산뜻한(238), 뒤집어지지않는(174)","알러지반응오는(76), 미끌거리는(16), 쿨링안되는(11), 인공향나는(8), 유수분밸런스가맞지않는(7), 잘굳는(7), 뻣뻣한(2)"
지성,소나무 진정 시카 앰플 30ml,라운드랩,4.61,20대,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '20'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","진정되는(1,893), 트러블없어지는(772), 자극없는(585), 끈적하지않은(433), 가벼운(307), 산뜻한(238), 뒤집어지지않는(174)","알러지반응오는(76), 미끌거리는(16), 쿨링안되는(11), 인공향나는(8), 유수분밸런스가맞지않는(7), 잘굳는(7), 뻣뻣한(2)"
여드름,소나무 진정 시카 앰플 30ml,라운드랩,4.58,10대,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '20'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","진정되는(1,893), 트러블없어지는(772), 자극없는(585), 끈적하지않은(433), 가벼운(307), 산뜻한(238), 뒤집어지지않는(174)","알러지반응오는(76), 미끌거리는(16), 쿨링안되는(11), 인공향나는(8), 유수분밸런스가맞지않는(7), 잘굳는(7), 뻣뻣한(2)"
여드름,소나무 진정 시카 앰플 30ml,라운드랩,4.58,20대,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '20'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","진정되는(1,893), 트러블없어지는(772), 자극없는(585), 끈적하지않은(433), 가벼운(307), 산뜻한(238), 뒤집어지지않는(174)","알러지반응오는(76), 미끌거리는(16), 쿨링안되는(11), 인공향나는(8), 유수분밸런스가맞지않는(7), 잘굳는(7), 뻣뻣한(2)"
,소나무 진정 시카 토너 250ml,,,,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '17'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","진정되는(79), 자극없는(65), 수분있는(55), 흡수잘되는(45), 향에만족한(32), 가벼운(31)","흘러내리는(16), 알러지반응오는(3), 미끌거리지않는(2), 쫀득한(1), 잘굳는(1), 눈통증있는(1)"
,소나무 진정 시카 패드 50매,,,,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '20'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '2'}]","진정되는(238), 수분있는(177), 에센스양많은(151), 자극없는(124), 트러블없어지는(91), 각질제거잘되는(66), 피부결좋아지는(49)","따가운(29), 흘러내리는(20), 밀착안되는(17), 알러지반응오는(13), 유분있는(7), 쿨링안되는(4), 눈통증있는(4)"
,소프트 모이스쳐 판테놀 5% 에센스 로션 300ml,,,,lotion_emulsion,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '14'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '3'}]","수분있는(17), 보습잘되는(17), 자극없는(9), 가벼운(8), 리치하지않은(4), 밀림없는(3)","잘굳는(3), 유수분밸런스가맞지않는(2), 미끌거리는(1), 따가운(1), 유분있는(1), 알러지반응오는(1)"
,수딩 & 리페어 로션,,,,lotion_emulsion,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '28'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '15'}]","자극없는(40), 수분있는(35), 보습잘되는(33), 흡수잘되는(25), 잘발리는(23), 편안해지는(21), 유분없는(8)","향이아쉬운(6), 알러지반응오는(6), 인공향나는(4), 잘굳는(2), 주름안없어지는(1), 냄새가독한(1), 모공관리안되는(1)"
,수딩 로션,,,,lotion_emulsion,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '10'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(752), 보습잘되는(473), 잘발리는(338), 흡수잘되는(301), 유분없는(263), 트러블안생기는(225), 트러블없어지는(133)","알러지반응오는(108), 모공관리안되는(51), 속건조에효과없는(37), 답답한(24), 잘굳는(15), 지속력안좋은(15), 리치한(13)"
,수딩 리페어 토닝 세럼 R4 30ml,,,,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '30'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","수분있는(321), 흡수잘되는(315), 향에만족한(260), 보습잘되는(237), 잘발리는(217), 끈적하지않은(131), 윤기나는(102)","유분있는(74), 모공관리안되는(49), 인공향나는(48), 알러지반응오는(47), 눈통증있는(30), 따가운(26), 가려운(16)"
건성,수딩 리페어 토닝 패드 R4 70매,더마펌,4.7,20대,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
건성,수딩 리페어 토닝 패드 R4 70매,더마펌,4.7,30대,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
건성,수딩 리페어 토닝 패드 R4 70매,더마펌,4.7,40대 이상,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
지성,수딩 리페어 토닝 패드 R4 70매,더마펌,4.69,20대,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
지성,수딩 리페어 토닝 패드 R4 70매,더마펌,4.69,30대,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
지성,수딩 리페어 토닝 패드 R4 70매,더마펌,4.69,40대 이상,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
복합성,수딩 리페어 토닝 패드 R4 70매,더마펌,4.71,20대,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
복합성,수딩 리페어 토닝 패드 R4 70매,더마펌,4.71,30대,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
복합성,수딩 리페어 토닝 패드 R4 70매,더마펌,4.71,40대 이상,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
민감성,수딩 리페어 토닝 패드 R4 70매,더마펌,4.65,20대,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
민감성,수딩 리페어 토닝 패드 R4 70매,더마펌,4.65,30대,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
민감성,수딩 리페어 토닝 패드 R4 70매,더마펌,4.65,40대 이상,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
여드름,수딩 리페어 토닝 패드 R4 70매,더마펌,4.67,20대,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
여드름,수딩 리페어 토닝 패드 R4 70매,더마펌,4.67,30대,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
여드름,수딩 리페어 토닝 패드 R4 70매,더마펌,4.67,40대 이상,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
아토피,수딩 리페어 토닝 패드 R4 70매,더마펌,4.65,20대,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
아토피,수딩 리페어 토닝 패드 R4 70매,더마펌,4.65,30대,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
아토피,수딩 리페어 토닝 패드 R4 70매,더마펌,4.65,40대 이상,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '41'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","에센스양많은(325), 자극없는(267), 에센스양많은(325), 자극없는(267), 향에만족한(224), 보습잘되는(205), 각질제거잘되는(149), 피부결좋아지는(90), 쫀득한(81)","따가운(53), 인공향나는(46), 따가운(53), 인공향나는(46), 모공관리안되는(37), 알러지반응오는(26), 흘러내리는(20), 미백효과가없는(18), 유분있는(15)"
,수딩 수분로션,,,,lotion_emulsion,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '42'}, {'ingredient_each_purpose': '수분 증발 차단', 'ingredient_each_purpose_cnt': '5'}]","끈적하지않은(7), 흡수잘되는(6), 잘발리는(6)","냄새가독하지않은(1), 지속력안좋은(1), 뒤집어지는(1)"
지성,수딩 알로에 베라 젤 세트 500ml+180ml x 2ea,아로마티카,4.48,20대,gel,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '5'}]","진정되는(8,211), 흡수잘되는(3,961), 트러블없어지는(3,085), 끈적하지않은(2,435), 자극없는(1,522), 가벼운(1,166), 산뜻한(816)","보습안되는(5,547), 잘굳는(1,105), 알러지반응오는(764), 밀림있는(759), 냄새가독한(289), 때처럼나오는(275), 속건조에효과없는(254)"
,수딩 젤 로션 160ml(2개입),,,40대 이상,lotion_emulsion,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '20'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","수분있는(743), 흡수잘되는(457), 자극없는(345), 끈적하지않은(296), 진정되는(279), 가벼운(274), 산뜻한(137)","지속력안좋은(35), 쿨링안되는(33), 유수분밸런스가맞지않는(19), 알러지반응오는(19), 인공향나는(14), 잘굳는(8), 향지속잘되지않는(5)"
,수딩 크림,,,,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '10'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","자극없는(996), 잘발리는(436), 흡수잘되는(417), 유분없는(359), 트러블안생기는(295), 트러블없어지는(257), 뒤집어지지않는(157)","보습안되는(766), 알러지반응오는(147), 향이아쉬운(82), 속건조에효과없는(73), 밀림있는(71), 모공관리안되는(62), 답답한(41)"
